Image,Class
/tmp/camera-trap/W9A/WSCT0439.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0440.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0441.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0442.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0443.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0444.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0445.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0446.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0447.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0448.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0449.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0450.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0451.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0452.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0453.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0454.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0455.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0456.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0457.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0458.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0459.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0460.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0461.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0462.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0463.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0464.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0465.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0466.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0467.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0468.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0469.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0470.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0471.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0472.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0473.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0474.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0475.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0476.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0477.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0478.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0479.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0480.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0481.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0482.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0483.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0484.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0485.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0486.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0487.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0488.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0489.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0490.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0491.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0492.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0493.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0494.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0495.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0496.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0497.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0498.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0499.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0500.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0501.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0502.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0503.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0504.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0505.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0506.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0507.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0508.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0509.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0510.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0511.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0512.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0513.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0514.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0515.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0516.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0517.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0518.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0519.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0520.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0521.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0522.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0523.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0524.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0525.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0526.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0527.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0528.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0529.JPG,snow-off
