Image,Class
/tmp/camera-trap/W9A/WSCT0050.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0051.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0052.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0053.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0054.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0055.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0056.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0057.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0058.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0059.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0060.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0061.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0062.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0064.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0065.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0066.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0067.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0068.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0069.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0070.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0071.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0072.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0073.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0074.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0075.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0076.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0077.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0078.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0079.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0081.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0082.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0083.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0084.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0085.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0086.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0087.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0088.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0089.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0090.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0091.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0092.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0093.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0094.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0095.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0096.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0097.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0098.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0099.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0100.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0101.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0102.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0103.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0104.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0105.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0106.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0107.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0108.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0109.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0110.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0111.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0112.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0113.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0114.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0115.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0116.JPG,snow-off
/tmp/camera-trap/W9A/WSCT0117.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0118.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0119.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0120.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0121.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0122.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0123.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0124.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0125.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0126.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0127.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0128.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0129.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0130.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0131.JPG,snow-on
/tmp/camera-trap/W9A/WSCT0132.JPG,snow-on
